209|SUNCOR ENERGY INC NEW|COM|867224107|9423|SOLE|N/A|255826|SH||255826|0|0|1350694|2018-02-13|2017-12-31
210|T MOBILE US INC|COM|872590104|212|SOLE|N/A|3337|SH||3337|0|0|1350694|2018-02-13|2017-12-31
211|TAHOE RES INC|COM|873868103|280|SOLE|N/A|58154|SH||58154|0|0|1350694|2018-02-13|2017-12-31
212|TARGET CORP|COM|87612E106|2712|SOLE|N/A|41559|SH||41559|0|0|1350694|2018-02-13|2017-12-31
213|TD AMERITRADE HLDG CORP|COM|87236Y108|5482|SOLE|N/A|107216|SH||107216|0|0|1350694|2018-02-13|2017-12-31
214|TE CONNECTIVITY LTD|REG SHS|H84989104|3275|SOLE|N/A|34458|SH||34458|0|0|1350694|2018-02-13|2017-12-31
215|TECK RESOURCES LTD|CL B|878742204|2583|SOLE|N/A|98469|SH||98469|0|0|1350694|2018-02-13|2017-12-31
216|TELUS CORP|COM|87971M103|3208|SOLE|N/A|84409|SH||84409|0|0|1350694|2018-02-13|2017-12-31
217|TESLA INC|COM|88160R101|469|SOLE|N/A|1507|SH||1507|0|0|1350694|2018-02-13|2017-12-31
218|TEVA PHARMACEUTICAL INDS LTD|SPONSORED ADR|881624209|525|SOLE|N/A|27700|SH||21200|0|6500|1350694|2018-02-13|2017-12-31
219|THOMSON REUTERS CORP|COM|884903105|1352|SOLE|N/A|30911|SH||30911|0|0|1350694|2018-02-13|2017-12-31
220|TIFFANY & CO NEW|COM|886547108|935|SOLE|N/A|8997|SH||8997|0|0|1350694|2018-02-13|2017-12-31
221|TJX COS INC NEW|COM|872540109|12322|SOLE|N/A|161152|SH||161152|0|0|1350694|2018-02-13|2017-12-31
222|TORONTO DOMINION BK ONT|COM NEW|891160509|12788|SOLE|N/A|217556|SH||217556|0|0|1350694|2018-02-13|2017-12-31
223|TRANSCANADA CORP|COM|89353D107|6332|SOLE|N/A|129668|SH||129668|0|0|1350694|2018-02-13|2017-12-31
224|TRANSOCEAN LTD|REG SHS|H8817H100|10466|SOLE|N/A|979945|SH||979945|0|0|1350694|2018-02-13|2017-12-31
225|TURQUOISE HILL RES LTD|COM|900435108|301|SOLE|N/A|87852|SH||87852|0|0|1350694|2018-02-13|2017-12-31
226|UNITED RENTALS INC|COM|911363109|1612|SOLE|N/A|9375|SH||9375|0|0|1350694|2018-02-13|2017-12-31
227|UNITED STATES STL CORP NEW|COM|912909108|4671|SOLE|N/A|132742|SH||132742|0|0|1350694|2018-02-13|2017-12-31
228|UNITED THERAPEUTICS CORP DEL|COM|91307C102|13866|SOLE|N/A|93723|SH||93723|0|0|1350694|2018-02-13|2017-12-31
229|URBAN OUTFITTERS INC|COM|917047102|979|SOLE|N/A|27934|SH||27934|0|0|1350694|2018-02-13|2017-12-31
230|VALE S A|ADR|91912E105|2806|SOLE|N/A|229438|SH||229438|0|0|1350694|2018-02-13|2017-12-31
231|VALEANT PHARMACEUTICALS INTL|COM|91911K102|875|SOLE|N/A|41855|SH||41855|0|0|1350694|2018-02-13|2017-12-31
232|VANGUARD INTL EQUITY INDEX F|FTSE EMR MKT ETF|922042858|3166063|SOLE|N/A|68962380|SH||68962380|0|0|1350694|2018-02-13|2017-12-31
233|VANGUARD TAX MANAGED INTL FD|FTSE DEV MKT ETF|921943858|173445|SOLE|N/A|3866359|SH||3866359|0|0|1350694|2018-02-13|2017-12-31
234|VENTAS INC|COM|92276F100|4489|SOLE|N/A|74800|SH||74800|0|0|1350694|2018-02-13|2017-12-31
235|VISA INC|COM CL A|92826C839|1653|SOLE|N/A|14498|SH||14498|0|0|1350694|2018-02-13|2017-12-31
236|WALGREENS BOOTS ALLIANCE INC|COM|931427108|28605|SOLE|N/A|393897|SH||393897|0|0|1350694|2018-02-13|2017-12-31
237|WELLTOWER INC|COM|95040Q104|6363|SOLE|N/A|99785|SH||99785|0|0|1350694|2018-02-13|2017-12-31
238|WESTERN UN CO|COM|959802109|13018|SOLE|N/A|684822|SH||684822|0|0|1350694|2018-02-13|2017-12-31
239|WHEATON PRECIOUS METALS CORP|COM|962879102|3180|SOLE|N/A|143565|SH||143565|0|0|1350694|2018-02-13|2017-12-31
240|WHIRLPOOL CORP|COM|963320106|3187|SOLE|N/A|18899|SH||18899|0|0|1350694|2018-02-13|2017-12-31
241|WYNN RESORTS LTD|COM|983134107|950|SOLE|N/A|5635|SH||5635|0|0|1350694|2018-02-13|2017-12-31
242|XCEL ENERGY INC|COM|98389B100|5808|SOLE|N/A|120718|SH||120718|0|0|1350694|2018-02-13|2017-12-31
243|XILINX INC|COM|983919101|7378|SOLE|N/A|109432|SH||109432|0|0|1350694|2018-02-13|2017-12-31
244|XL GROUP LTD|COM|G98294104|5046|SOLE|N/A|143524|SH||143524|0|0|1350694|2018-02-13|2017-12-31
245|YAMANA GOLD INC|COM|98462Y100|999|SOLE|N/A|319802|SH||319802|0|0|1350694|2018-02-13|2017-12-31
